0.14343,0.2585,0.79126,0.53526,1
0.19117,0.52694,0.28061,0.77913,1
0.40839,0.23985,0.35756,0.80489,1
0.16432,0.0025297,0.40666,0.89868,1
0.27962,0.17728,0.58566,0.73986,1
0.32593,0.45484,0.29688,0.77379,1
0.47599,0.39154,0.3189,0.72002,1
0.0043834,0.60143,0.78558,0.14537,1
0.63851,0.11701,0.71051,0.27164,1
0.23073,0.19599,0.037828,0.95233,1
0.82755,0.028262,0.36724,0.42368,1
0.17481,0.50407,0.49599,0.68509,1
0.53144,0.092594,0.48354,0.68934,1
0.36752,0.026461,0.73951,0.56334,1
0.32488,0.66529,0.49785,0.45166,1
0.51411,0.58376,0.50824,0.3696,1
0.45489,0.51862,0.14909,0.70844,1
0.78194,0.16543,0.49522,0.34052,1
0.25918,0.62176,0.45711,0.58077,1
0.25546,0.5344,0.091621,0.80048,1
0.85834,0.45276,0.16062,0.18018,1
0.23722,0.61174,0.43372,0.61756,1
0.093615,0.46837,0.69368,0.53914,1
0.64353,0.15153,0.24467,0.70926,1
0.55014,0.24131,0.50406,0.62051,1
0.60799,0.2183,0.34892,0.67893,1
0.26792,0.38539,0.87828,0.091267,1
0.55502,0.32491,0.64854,0.40717,1
0.6104,0.088963,0.36681,0.69638,1
0.26457,0.78033,0.40191,0.39944,1
0.37296,0.38171,0.45809,0.71088,1
0.4643,0.37771,0.06395,0.79855,1
0.35735,0.43149,0.20619,0.80225,1
0.27307,0.0082376,0.26842,0.92375,1
0.11274,0.26634,0.4798,0.82834,1
0.80151,0.44105,0.04887,0.40083,1
0.78731,0.40596,0.30697,0.34801,1
0.049888,0.24563,0.95016,0.18541,1
0.049716,0.10725,0.85899,0.49816,1
0.96088,0.059135,0.11957,0.24272,1
0.1308,0.80272,0.16017,0.55935,1
0.61044,0.29158,0.55088,0.48875,1
0.67186,0.72655,0.09337,0.10957,1
0.10297,0.7559,0.32117,0.56113,1
0.23824,0.8396,0.42144,0.24637,1
0.65996,0.035779,0.7408,0.11994,1
0.31029,0.67931,0.45919,0.48105,1
0.66418,0.6829,0.24233,0.18381,1
0.5972,0.46517,0.41134,0.50771,1
0.41084,0.77034,0.34002,0.34953,1
0.68237,0.14958,0.41037,0.58617,1
0.73269,0.58922,0.10064,0.32537,1
0.021878,0.084297,0.45515,0.88614,1
0.18832,0.075126,0.32907,0.92228,1
0.22729,0.33717,0.55245,0.72764,1
0.1329,0.3392,0.72901,0.57951,1
0.19302,0.89035,0.25818,0.32151,1
0.41366,0.0032793,0.54584,0.72866,1
0.017246,0.22792,0.71686,0.65869,1
0.099628,0.71702,0.23958,0.64696,1
0.41284,0.28944,0.15162,0.85018,1
0.3098,0.63344,0.022592,0.70871,1
0.62416,0.20019,0.39706,0.64241,1
0.46583,0.79836,0.221,0.3111,1
0.38239,0.90679,0.12388,0.12717,1
0.045057,0.6896,0.29812,0.65844,1
0.5913,0.49904,0.46256,0.43286,1
0.15277,0.25856,0.72238,0.62288,1
0.46922,0.12854,0.079807,0.87002,1
0.59832,0.062401,0.73765,0.30658,1
0.15359,0.085107,0.049007,0.98324,1
0.080403,0.21329,0.38854,0.89279,1
0.28798,0.14971,0.63382,0.70209,1
0.44291,0.40809,0.41385,0.68266,1
0.21154,0.16825,0.35472,0.89505,1
0.36456,0.55168,0.13134,0.73858,1
0.42528,0.75734,0.24296,0.43191,1
0.2018,0.37557,0.74317,0.51568,1
0.15151,0.12316,0.1938,0.96141,1
0.25763,0.72818,0.22337,0.59455,1
0.59704,0.17409,0.57522,0.53137,1
0.45898,0.88294,0.006502,0.098555,1
0.36741,0.16274,0.076292,0.91253,1
0.087037,0.5889,0.40789,0.69228,1
0.61258,0.040347,0.047968,0.78792,1
0.54994,0.20093,0.63799,0.50016,1
0.04533,0.72075,0.4243,0.54629,1
0.4555,0.51158,0.23361,0.6901,1
0.43969,0.14422,0.52339,0.7155,1
